pur_cust,pur_prod,pur_date,pur_amount,pur_store_id
1,7,2015-04-10,92.69,15
8,9,2015-04-11,37.62,8
0,14,2015-04-02,36.06,9
2,12,2015-04-06,60.71,3
1,13,2015-04-14,40.14,8
11,7,2015-04-05,88.59,10
4,2,2015-04-02,74.31,7
0,3,2015-04-03,52.36,18
0,12,2015-04-03,80.81,4
5,12,2015-04-01,15.36,6
10,14,2015-04-10,62.60,6
1,11,2015-04-09,65.47,12
1,7,2015-04-09,25.06,8
1,12,2015-04-04,31.29,9
3,6,2015-04-10,42.75,18
0,1,2015-04-12,67.12,16
9,13,2015-04-13,98.13,16
5,6,2015-04-04,61.07,6
7,6,2015-04-10,37.55,13
9,11,2015-04-06,71.65,18
8,4,2015-04-07,71.82,18
11,8,2015-04-13,70.45,3
2,14,2015-04-13,85.73,12
9,7,2015-04-12,39.60,19
4,8,2015-04-02,77.71,2
1,3,2015-04-02,87.45,7
6,2,2015-04-12,37.88,7
3,7,2015-04-06,48.18,15
6,4,2015-04-01,96.38,17
9,2,2015-04-08,94.40,3
2,1,2015-04-02,11.06,20
10,2,2015-04-10,85.87,10
4,5,2015-04-06,95.58,4
11,12,2015-04-08,68.19,10
0,1,2015-04-08,86.32,20
11,4,2015-04-06,23.83,16
2,8,2015-04-01,21.52,18
1,0,2015-04-03,89.44,16
0,6,2015-04-11,72.37,18
11,6,2015-04-07,16.86,14
3,14,2015-04-02,60.13,15
3,10,2015-04-06,97.48,2
11,0,2015-04-11,4.42,15
5,4,2015-04-13,58.50,6
6,2,2015-04-01,45.24,1
3,2,2015-04-01,17.36,15
0,9,2015-04-14,28.71,18
3,10,2015-04-06,80.33,13
2,11,2015-04-12,67.58,4
8,9,2015-04-14,12.77,15
6,7,2015-04-03,44.72,8
9,12,2015-04-07,42.03,9
4,7,2015-04-06,31.83,3
9,1,2015-04-12,52.09,8
0,9,2015-04-14,27.67,10
2,6,2015-04-08,11.29,7
0,13,2015-04-08,68.68,18
10,7,2015-04-02,81.49,4
4,9,2015-04-03,27.16,6
10,7,2015-04-14,55.80,6
8,10,2015-04-06,78.59,12
1,3,2015-04-02,76.54,8
0,1,2015-04-10,25.37,9
3,9,2015-04-08,40.31,18
6,7,2015-04-02,12.12,16
9,8,2015-04-09,30.29,16
3,10,2015-04-07,47.38,6
9,9,2015-04-06,36.31,13
10,3,2015-04-05,57.31,18
9,6,2015-04-04,56.00,18
4,5,2015-04-06,5.37,3
3,7,2015-04-06,43.38,12
4,6,2015-04-14,84.59,19
1,3,2015-04-03,38.50,2
4,12,2015-04-02,91.26,7
11,13,2015-04-03,23.50,7
8,0,2015-04-14,8.34,15
2,13,2015-04-04,96.77,17
7,4,2015-04-05,56.59,3
7,9,2015-04-12,10.87,20
10,2,2015-04-14,81.95,10
10,1,2015-04-03,68.80,4
11,14,2015-04-04,100.85,10
8,5,2015-04-01,56.79,20
11,0,2015-04-10,49.09,16
5,13,2015-04-13,78.63,18
7,9,2015-04-08,33.52,16
3,5,2015-04-01,66.05,18
5,3,2015-04-02,77.77,14
1,5,2015-04-07,65.56,15
6,10,2015-04-02,26.01,2
7,8,2015-04-03,48.76,15
10,14,2015-04-10,55.84,6
9,7,2015-04-01,41.42,1
1,3,2015-04-14,24.81,15
2,3,2015-04-07,93.23,18
0,8,2015-04-04,7.12,13
11,11,2015-04-02,28.88,4
7,4,2015-04-08,66.77,15
9,0,2015-04-03,1.46,8
6,9,2015-04-05,30.77,9
6,12,2015-04-08,75.71,3
5,13,2015-04-12,14.09,8
2,7,2015-04-01,39.34,10
11,11,2015-04-03,90.02,7
11,1,2015-04-04,29.38,18
2,4,2015-04-03,24.22,4
8,10,2015-04-10,65.65,6
2,3,2015-04-07,94.71,6
0,8,2015-04-07,7.01,12
8,2,2015-04-03,70.63,8
11,10,2015-04-06,98.81,9
0,4,2015-04-09,10.61,18
3,0,2015-04-09,73.65,16
6,7,2015-04-01,43.01,16
1,3,2015-04-14,24.90,6
2,2,2015-04-11,94.77,13
10,5,2015-04-11,29.29,18
7,2,2015-04-13,10.14,18
0,0,2015-04-02,43.42,3
5,14,2015-04-09,11.27,12
4,6,2015-04-11,88.96,19
7,8,2015-04-03,40.43,2
6,9,2015-04-09,1.66,7
11,9,2015-04-08,32.23,7
2,1,2015-04-04,59.21,15
7,6,2015-04-13,39.02,17
6,9,2015-04-09,27.76,3
0,8,2015-04-07,99.83,20
4,12,2015-04-12,30.58,10
11,14,2015-04-03,41.17,4
5,1,2015-04-14,84.43,10
1,2,2015-04-09,62.17,20
9,2,2015-04-10,24.62,16
2,2,2015-04-09,48.45,18
1,4,2015-04-13,62.73,16
9,14,2015-04-09,30.17,18
2,1,2015-04-02,7.99,14
8,7,2015-04-09,34.86,15
6,10,2015-04-02,48.55,2
7,9,2015-04-10,67.11,15
4,13,2015-04-09,25.80,6
0,8,2015-04-06,51.47,1
7,7,2015-04-05,2.99,15
11,12,2015-04-10,97.13,18
10,9,2015-04-09,12.28,13
4,8,2015-04-05,84.01,4
0,9,2015-04-13,58.37,15
6,2,2015-04-11,53.87,8
11,4,2015-04-07,89.31,9
9,1,2015-04-11,8.15,3
6,6,2015-04-08,100.08,8
7,3,2015-04-13,5.42,10
9,14,2015-04-09,92.10,7
5,9,2015-04-04,89.56,18
1,1,2015-04-14,99.61,4
9,12,2015-04-04,49.25,6
0,13,2015-04-11,64.88,6
4,1,2015-04-11,4.94,12
4,13,2015-04-10,78.99,8
0,10,2015-04-08,30.81,9
0,5,2015-04-06,9.20,18
6,5,2015-04-12,100.30,16
3,10,2015-04-09,97.48,16
7,3,2015-04-11,50.65,6
9,6,2015-04-02,15.01,13
0,8,2015-04-02,84.84,18
5,10,2015-04-14,23.11,18
11,2,2015-04-02,94.74,3
0,6,2015-04-01,63.44,12
2,0,2015-04-05,23.93,19
1,14,2015-04-09,9.69,2
3,0,2015-04-08,24.75,7
8,0,2015-04-02,43.34,7
4,11,2015-04-05,99.91,15
11,11,2015-04-14,97.22,17
7,3,2015-04-10,93.22,3
7,5,2015-04-02,37.41,20
2,11,2015-04-10,19.42,10
0,9,2015-04-13,69.18,4
0,1,2015-04-08,94.50,10
3,11,2015-04-01,47.36,20
5,11,2015-04-07,30.05,16
10,10,2015-04-06,10.79,18
7,12,2015-04-10,5.13,16
3,3,2015-04-09,23.80,18
11,2,2015-04-02,86.14,14
8,12,2015-04-01,56.40,15
9,4,2015-04-12,7.41,2
8,5,2015-04-06,11.57,15
7,12,2015-04-10,5.92,6
3,5,2015-04-02,32.91,1
11,12,2015-04-09,47.61,15
1,1,2015-04-11,5.11,18
4,10,2015-04-07,35.24,13
2,0,2015-04-08,12.42,4
3,1,2015-04-07,43.87,15
6,6,2015-04-06,81.77,8
1,3,2015-04-03,31.90,9
1,10,2015-04-13,55.95,3
4,1,2015-04-07,45.21,8
6,4,2015-04-03,16.03,10
4,6,2015-04-14,75.53,7
8,4,2015-04-08,47.72,18
10,14,2015-04-12,87.39,4
10,12,2015-04-06,48.74,6
6,5,2015-04-12,79.70,6
4,8,2015-04-03,27.24,12
10,9,2015-04-09,26.84,8
0,6,2015-04-02,38.52,9
1,7,2015-04-14,78.02,18
8,4,2015-04-10,79.57,16
10,3,2015-04-10,11.27,16
5,14,2015-04-08,58.07,6
4,1,2015-04-10,45.70,13
2,11,2015-04-14,10.31,18
3,1,2015-04-06,72.19,18
9,11,2015-04-06,65.91,3
5,3,2015-04-04,97.96,12
8,9,2015-04-01,2.33,19
1,10,2015-04-14,4.19,2
1,5,2015-04-06,87.23,7
6,14,2015-04-08,18.33,7
6,4,2015-04-02,59.66,15
2,3,2015-04-06,19.27,17
2,5,2015-04-11,17.50,3
0,13,2015-04-10,79.96,20
0,12,2015-04-01,47.40,10
4,6,2015-04-13,18.87,4
7,6,2015-04-09,71.05,10
3,5,2015-04-01,80.06,20
0,9,2015-04-10,46.19,16
4,9,2015-04-01,96.90,18
10,7,2015-04-01,33.05,16
8,5,2015-04-02,26.70,18
7,7,2015-04-07,19.61,14
3,0,2015-04-11,4.18,15
5,4,2015-04-02,83.54,2
4,3,2015-04-11,55.53,15
11,0,2015-04-11,19.53,6
2,7,2015-04-04,40.98,1
8,4,2015-04-09,11.60,15
3,4,2015-04-06,99.00,18
1,12,2015-04-06,55.66,13
11,1,2015-04-05,11.58,4
5,0,2015-04-03,1.62,15
6,9,2015-04-05,57.88,8
8,12,2015-04-14,61.12,9
11,14,2015-04-14,15.42,3
8,14,2015-04-04,78.33,8
8,1,2015-04-06,56.93,10
0,6,2015-04-13,21.58,7
8,0,2015-04-02,28.83,18
9,3,2015-04-05,79.52,4
10,13,2015-04-02,77.68,6
2,8,2015-04-08,43.22,6
9,9,2015-04-01,72.52,12
9,9,2015-04-14,13.12,8
6,5,2015-04-13,64.85,9
9,14,2015-04-09,19.64,18
8,0,2015-04-13,23.20,16
10,11,2015-04-11,5.93,16
4,12,2015-04-02,94.14,6
0,6,2015-04-01,49.27,13
6,6,2015-04-08,12.74,18
1,3,2015-04-04,19.42,18
7,7,2015-04-06,66.95,3
5,1,2015-04-10,30.49,12
5,8,2015-04-11,74.23,19
10,14,2015-04-08,30.28,2
1,9,2015-04-03,11.80,7
1,7,2015-04-01,32.16,7
8,7,2015-04-07,14.64,15
0,13,2015-04-11,57.10,17
0,10,2015-04-10,38.94,3
11,12,2015-04-11,70.64,20
8,8,2015-04-04,13.00,10
2,13,2015-04-05,75.54,4
8,2,2015-04-02,97.88,10
1,9,2015-04-01,92.56,20
7,6,2015-04-12,60.42,16
5,8,2015-04-08,64.22,18
8,12,2015-04-03,71.31,16
0,1,2015-04-11,96.69,18
1,8,2015-04-06,27.06,14
6,12,2015-04-08,90.46,15
1,11,2015-04-06,73.94,2
9,12,2015-04-02,72.86,15
0,14,2015-04-05,41.52,6
1,3,2015-04-02,78.67,1
2,9,2015-04-04,61.16,15
10,6,2015-04-04,44.09,18
10,14,2015-04-09,9.44,13
2,9,2015-04-06,4.57,4
5,1,2015-04-13,43.30,15
8,3,2015-04-01,19.10,8
0,8,2015-04-05,82.30,9
11,7,2015-04-07,21.55,3
4,5,2015-04-04,64.69,8
10,8,2015-04-13,80.98,10
8,3,2015-04-02,74.51,7
0,1,2015-04-10,36.66,18
9,12,2015-04-02,77.58,4
3,14,2015-04-12,81.25,6
6,5,2015-04-11,22.00,6
2,7,2015-04-05,2.91,12
0,2,2015-04-06,53.74,8
10,11,2015-04-13,37.61,9
5,4,2015-04-01,85.81,18
5,10,2015-04-14,24.19,16
0,4,2015-04-07,85.21,16
6,2,2015-04-10,8.31,6
4,9,2015-04-12,85.35,13
8,1,2015-04-10,40.54,18
11,8,2015-04-14,30.35,18
5,6,2015-04-03,65.51,3
10,4,2015-04-13,52.25,12
3,11,2015-04-01,53.80,19
9,5,2015-04-10,59.27,2
11,1,2015-04-08,10.16,7
0,1,2015-04-10,24.92,7
3,8,2015-04-14,64.35,15
11,13,2015-04-04,91.95,17
4,14,2015-04-05,65.21,3
1,11,2015-04-09,59.10,20
9,3,2015-04-03,29.03,10
0,2,2015-04-01,9.11,4
7,12,2015-04-10,11.49,10
6,7,2015-04-04,44.02,20
9,11,2015-04-11,8.32,16
7,11,2015-04-13,27.11,18
11,13,2015-04-05,64.52,16
2,0,2015-04-07,71.89,18
10,4,2015-04-05,72.11,14
5,1,2015-04-12,48.76,15
11,2,2015-04-12,23.08,2
7,7,2015-04-04,6.09,15
0,3,2015-04-03,58.18,6
4,14,2015-04-04,1.04,1
8,6,2015-04-14,84.24,15
1,1,2015-04-12,47.85,18
10,14,2015-04-11,27.81,13
7,5,2015-04-03,1.12,4
7,14,2015-04-13,72.28,15
1,10,2015-04-02,40.83,8
4,7,2015-04-08,90.36,9
0,7,2015-04-10,25.41,3
2,3,2015-04-06,33.65,8
9,0,2015-04-02,23.08,10
5,9,2015-04-03,28.66,7
10,6,2015-04-05,1.01,18
11,14,2015-04-02,64.16,4
4,2,2015-04-06,62.62,6
2,2,2015-04-13,20.23,6
7,5,2015-04-14,7.05,12
2,13,2015-04-01,19.83,8
11,2,2015-04-14,70.78,9
4,9,2015-04-12,9.67,18
9,11,2015-04-07,22.73,16
6,0,2015-04-07,53.62,16
0,11,2015-04-06,88.81,6
5,11,2015-04-09,56.23,13
7,9,2015-04-11,31.79,18
9,0,2015-04-03,87.29,18
11,1,2015-04-05,4.62,3
2,12,2015-04-06,53.27,12
9,6,2015-04-04,35.06,19
6,9,2015-04-05,49.40,2
4,3,2015-04-11,43.63,7
5,12,2015-04-02,2.03,7
4,10,2015-04-09,100.22,15
8,9,2015-04-13,49.29,17
1,4,2015-04-14,26.77,3
2,3,2015-04-06,29.58,20
7,3,2015-04-09,17.57,10
8,13,2015-04-08,69.07,4
11,11,2015-04-13,5.51,10
11,10,2015-04-08,33.67,20
2,2,2015-04-12,41.07,16
5,0,2015-04-03,100.01,18
6,7,2015-04-12,16.43,16
3,2,2015-04-03,74.79,18
1,8,2015-04-11,60.11,14
2,5,2015-04-11,98.03,15
2,14,2015-04-09,94.05,2
6,12,2015-04-06,57.68,15
11,3,2015-04-13,4.15,6
8,9,2015-04-01,91.31,1
7,5,2015-04-13,22.04,15
9,7,2015-04-13,3.77,18
9,12,2015-04-04,45.14,13
10,14,2015-04-12,18.67,4
3,11,2015-04-14,85.48,15
1,3,2015-04-06,44.89,8
4,6,2015-04-13,12.15,9
3,4,2015-04-07,69.44,3
10,4,2015-04-02,71.94,8
9,10,2015-04-12,89.44,10
10,7,2015-04-13,88.60,7
1,14,2015-04-07,82.89,18
5,10,2015-04-12,94.60,4
0,7,2015-04-11,71.54,6
10,1,2015-04-02,14.76,6
0,13,2015-04-09,6.53,12
2,12,2015-04-05,81.65,8
0,9,2015-04-01,16.79,9
9,8,2015-04-07,83.62,18
6,5,2015-04-13,60.42,16
6,14,2015-04-12,90.30,16
0,4,2015-04-06,19.35,6
0,8,2015-04-05,60.94,13
0,8,2015-04-08,75.33,18
3,4,2015-04-05,41.78,18
0,12,2015-04-11,67.19,3
6,12,2015-04-07,100.83,12
5,6,2015-04-06,81.81,19
2,9,2015-04-05,33.61,2
7,3,2015-04-11,41.05,7
4,8,2015-04-04,96.39,7
7,1,2015-04-03,75.37,15
3,0,2015-04-09,81.74,17
10,1,2015-04-03,72.04,3
1,8,2015-04-09,28.06,20
2,1,2015-04-02,28.24,10
7,5,2015-04-02,53.48,4
10,9,2015-04-03,94.84,10
3,12,2015-04-12,35.97,20
2,2,2015-04-13,94.94,16
5,5,2015-04-06,89.70,18
7,5,2015-04-14,14.47,16
6,2,2015-04-09,36.42,18
7,0,2015-04-10,57.75,14
9,6,2015-04-05,96.03,15
9,3,2015-04-04,98.89,2
8,6,2015-04-11,80.94,15
3,1,2015-04-05,90.30,6
6,14,2015-04-10,56.46,1
10,10,2015-04-14,90.46,15
5,6,2015-04-03,94.86,18
2,0,2015-04-04,46.88,13
1,4,2015-04-14,36.01,4
7,0,2015-04-09,94.22,15
4,2,2015-04-03,39.24,8
6,7,2015-04-03,65.74,9
9,14,2015-04-06,9.71,3
7,10,2015-04-05,44.66,8
0,0,2015-04-01,69.71,10
6,11,2015-04-13,31.83,7
2,14,2015-04-09,10.98,18
3,14,2015-04-14,27.29,4
2,5,2015-04-11,9.17,6
7,0,2015-04-12,72.57,6
1,5,2015-04-06,86.54,12
5,11,2015-04-07,44.48,8
5,1,2015-04-14,85.32,9
1,2,2015-04-07,99.48,18
4,0,2015-04-02,49.33,16
8,0,2015-04-14,1.08,16
11,12,2015-04-10,14.99,6
8,0,2015-04-01,93.89,13
8,8,2015-04-03,30.24,18
0,7,2015-04-10,4.55,18
2,1,2015-04-04,48.88,3
1,3,2015-04-03,37.43,12
4,10,2015-04-08,19.23,19
6,1,2015-04-03,1.70,2
5,5,2015-04-10,63.07,7
1,9,2015-04-03,36.16,7
2,0,2015-04-08,34.52,15
2,1,2015-04-01,50.69,17
6,3,2015-04-06,29.23,3
7,1,2015-04-04,58.65,20
6,14,2015-04-12,89.28,10
11,3,2015-04-12,9.60,4
11,10,2015-04-06,1.02,10
1,7,2015-04-13,9.45,20
1,4,2015-04-12,96.99,16
3,7,2015-04-03,40.03,18
6,9,2015-04-06,14.03,16
9,7,2015-04-13,8.78,18
0,1,2015-04-11,13.97,14
9,8,2015-04-06,18.85,15
1,0,2015-04-04,72.30,2
3,5,2015-04-14,12.58,15
4,9,2015-04-01,97.92,6
11,10,2015-04-03,7.24,1
9,9,2015-04-01,90.97,15
6,2,2015-04-11,56.12,18
0,11,2015-04-08,19.43,13
5,12,2015-04-06,59.44,4
1,13,2015-04-14,51.64,15
5,10,2015-04-13,36.08,8
6,8,2015-04-12,31.66,9
11,13,2015-04-08,76.64,3
4,8,2015-04-05,61.36,8
0,8,2015-04-08,77.75,10
4,11,2015-04-07,38.11,7
3,4,2015-04-06,12.58,18
9,9,2015-04-05,65.65,4
1,11,2015-04-10,36.85,6
10,1,2015-04-01,62.60,6
1,12,2015-04-04,26.25,12
0,4,2015-04-07,71.64,8
11,8,2015-04-13,85.84,9
10,12,2015-04-08,80.82,18
7,12,2015-04-10,7.48,16
4,8,2015-04-06,57.73,16
11,14,2015-04-14,33.16,6
5,5,2015-04-07,38.34,13
4,9,2015-04-12,3.62,18
6,9,2015-04-07,74.43,18
1,4,2015-04-13,75.71,3
4,9,2015-04-12,78.98,12
5,13,2015-04-13,97.60,19
5,4,2015-04-11,16.76,2
1,3,2015-04-05,82.10,7
11,6,2015-04-13,41.36,7
7,0,2015-04-12,76.21,15
3,1,2015-04-04,29.54,17
3,6,2015-04-08,99.20,3
6,9,2015-04-07,71.27,20
11,13,2015-04-09,49.78,10
1,4,2015-04-14,42.13,4
10,0,2015-04-04,55.84,10
5,12,2015-04-05,79.51,20
11,7,2015-04-08,87.54,16
11,3,2015-04-12,24.04,18
7,7,2015-04-08,94.13,16
2,6,2015-04-09,77.60,18
7,10,2015-04-05,32.15,14
6,9,2015-04-04,80.23,15
8,1,2015-04-09,54.80,2
7,6,2015-04-10,36.00,15
9,11,2015-04-07,48.34,6
8,1,2015-04-11,4.41,1
5,0,2015-04-02,34.99,15
0,2,2015-04-05,82.58,18
1,2,2015-04-10,28.48,13
4,14,2015-04-03,17.63,4
4,4,2015-04-07,80.60,15
3,2,2015-04-03,56.86,8
4,4,2015-04-09,12.25,9
3,3,2015-04-12,34.39,3
0,4,2015-04-11,41.50,8
3,1,2015-04-03,89.18,10
10,8,2015-04-11,67.42,7
6,8,2015-04-08,40.03,18
7,0,2015-04-11,8.99,4
8,3,2015-04-13,79.45,6
7,11,2015-04-01,63.60,6
1,14,2015-04-12,18.41,12
3,13,2015-04-07,2.29,8
5,5,2015-04-07,34.21,9
1,11,2015-04-08,86.71,18
11,3,2015-04-09,8.80,16
3,3,2015-04-12,33.38,16
0,3,2015-04-13,75.94,6
5,0,2015-04-04,83.37,13
9,5,2015-04-06,83.07,18
3,2,2015-04-03,78.65,18
3,3,2015-04-10,88.43,3
4,4,2015-04-09,100.11,12
9,0,2015-04-02,13.33,19
0,12,2015-04-13,2.07,2
8,8,2015-04-05,68.92,7
4,12,2015-04-02,11.86,7
10,12,2015-04-04,24.91,15
10,12,2015-04-07,20.86,17
3,0,2015-04-12,76.77,3
3,2,2015-04-03,82.43,20
6,3,2015-04-07,92.90,10
0,6,2015-04-13,27.54,4
11,14,2015-04-13,61.57,10
7,7,2015-04-07,26.42,20
7,3,2015-04-09,15.44,16
7,9,2015-04-09,95.82,18
7,3,2015-04-11,53.75,16
11,1,2015-04-05,13.85,18
7,8,2015-04-01,35.09,14
8,7,2015-04-09,54.51,15
5,9,2015-04-04,92.57,2
3,12,2015-04-11,76.55,15
0,11,2015-04-02,98.46,6
3,7,2015-04-04,9.03,1
2,12,2015-04-06,60.73,15
0,9,2015-04-03,37.43,18
3,5,2015-04-01,58.31,13
0,9,2015-04-14,8.08,4
4,8,2015-04-05,87.92,15
2,8,2015-04-14,42.05,8
0,14,2015-04-05,38.83,9
11,9,2015-04-11,52.51,3
8,2,2015-04-08,5.82,8
9,9,2015-04-01,80.33,10
1,4,2015-04-14,19.83,7
11,0,2015-04-08,32.72,18
1,8,2015-04-08,55.17,4
4,5,2015-04-05,13.32,6
8,0,2015-04-13,39.24,6
7,0,2015-04-11,19.51,12
1,3,2015-04-06,51.74,8
7,9,2015-04-09,4.86,9
11,11,2015-04-02,15.93,18
1,14,2015-04-06,8.59,16
7,10,2015-04-03,96.43,16
3,10,2015-04-08,16.71,6
5,14,2015-04-10,60.19,13
1,10,2015-04-10,31.24,18
7,4,2015-04-07,77.25,18
2,13,2015-04-04,5.31,3
11,12,2015-04-13,3.09,12
9,1,2015-04-01,68.13,19
4,13,2015-04-11,56.73,2
0,10,2015-04-09,79.52,7
8,5,2015-04-05,18.56,7
10,13,2015-04-02,62.66,15
5,8,2015-04-09,28.20,17
2,0,2015-04-05,37.53,3
8,8,2015-04-06,27.82,20
6,1,2015-04-04,39.91,10
8,8,2015-04-08,74.29,4
3,1,2015-04-06,89.26,10
6,1,2015-04-05,35.80,20
7,0,2015-04-12,88.78,16
10,10,2015-04-04,90.35,18
1,13,2015-04-11,38.68,16
2,13,2015-04-02,86.91,18
6,2,2015-04-13,16.05,14
4,7,2015-04-10,4.99,15
3,4,2015-04-05,50.71,2
5,10,2015-04-14,28.82,15
2,3,2015-04-06,16.17,6
0,10,2015-04-10,50.07,1
6,3,2015-04-07,4.08,15
6,7,2015-04-03,82.85,18
6,3,2015-04-06,26.61,13
5,10,2015-04-02,56.80,4
0,7,2015-04-08,67.16,15
11,14,2015-04-01,74.97,8
10,2,2015-04-10,14.90,9
7,12,2015-04-11,76.03,3
11,10,2015-04-09,9.17,8
1,7,2015-04-01,25.52,10
5,6,2015-04-04,50.03,7
2,10,2015-04-05,31.98,18
6,12,2015-04-06,54.44,4
9,6,2015-04-05,21.34,6
11,1,2015-04-07,48.82,6
9,6,2015-04-01,56.02,12
9,3,2015-04-01,98.53,8
0,2,2015-04-02,97.65,9
1,8,2015-04-05,51.72,18
6,4,2015-04-01,70.72,16
8,4,2015-04-09,6.28,16
1,7,2015-04-14,64.09,6
1,10,2015-04-14,12.44,13
5,1,2015-04-13,13.78,18
4,6,2015-04-01,58.32,18
11,3,2015-04-12,25.86,3
8,9,2015-04-12,85.23,12
9,4,2015-04-13,79.21,19
6,4,2015-04-14,5.32,2
2,14,2015-04-14,47.48,7
1,5,2015-04-09,94.21,7
5,5,2015-04-09,5.68,15
11,12,2015-04-11,56.37,17
1,14,2015-04-09,14.42,3
5,14,2015-04-09,18.86,20
7,10,2015-04-08,39.51,10
5,2,2015-04-09,62.86,4
9,4,2015-04-01,98.79,10
11,14,2015-04-03,31.09,20
0,2,2015-04-05,2.40,16
0,14,2015-04-02,44.14,18
6,6,2015-04-09,85.08,16
11,4,2015-04-05,47.05,18
3,13,2015-04-05,85.08,14
1,13,2015-04-09,11.56,15
4,9,2015-04-14,11.65,2
6,4,2015-04-01,98.74,15
11,11,2015-04-01,62.86,6
1,13,2015-04-12,2.68,1
7,14,2015-04-13,66.04,15
10,6,2015-04-06,75.07,18
10,0,2015-04-08,37.07,13
4,12,2015-04-14,73.90,4
5,4,2015-04-01,85.28,15
4,6,2015-04-13,2.61,8
10,3,2015-04-06,27.14,9
6,13,2015-04-03,37.13,3
4,14,2015-04-07,74.54,8
1,6,2015-04-02,98.59,10
3,7,2015-04-07,18.91,7
4,2,2015-04-04,37.86,18
6,8,2015-04-10,93.49,4
7,3,2015-04-08,41.01,6
8,5,2015-04-05,32.91,6
6,11,2015-04-11,4.70,12
4,9,2015-04-12,87.16,8
10,8,2015-04-08,55.36,9
3,14,2015-04-02,67.65,18
6,13,2015-04-06,60.14,16
0,5,2015-04-03,86.45,16
10,12,2015-04-07,19.62,6
3,0,2015-04-12,67.27,13
10,6,2015-04-08,21.49,18
6,0,2015-04-07,61.15,18
4,3,2015-04-02,74.08,3
0,13,2015-04-07,94.74,12
0,7,2015-04-09,35.39,19
7,13,2015-04-04,2.13,2
9,1,2015-04-14,2.86,7
10,5,2015-04-13,47.33,7
0,9,2015-04-11,42.08,15
2,12,2015-04-06,38.55,17
1,7,2015-04-12,51.58,3
10,13,2015-04-01,9.00,20
5,2,2015-04-09,48.17,10
2,6,2015-04-04,33.25,4
4,1,2015-04-13,40.20,10
7,12,2015-04-09,34.57,20
6,12,2015-04-06,39.57,16
1,8,2015-04-09,12.69,18
6,3,2015-04-08,87.33,16
9,8,2015-04-11,65.77,18
5,5,2015-04-08,25.62,14
9,4,2015-04-12,98.97,15
3,10,2015-04-09,10.41,2
2,10,2015-04-04,91.99,15
2,3,2015-04-06,48.09,6
5,11,2015-04-09,84.39,1
11,2,2015-04-13,87.52,15
1,12,2015-04-01,24.18,18
3,12,2015-04-12,41.72,13
6,5,2015-04-09,91.86,4
3,10,2015-04-07,66.56,15
8,5,2015-04-02,29.55,8
9,0,2015-04-04,82.48,9
8,4,2015-04-11,35.00,3
11,11,2015-04-01,63.45,8
1,13,2015-04-13,68.05,10
1,8,2015-04-09,40.49,7
8,8,2015-04-07,15.15,18
0,9,2015-04-13,56.40,4
6,13,2015-04-14,58.14,6
7,8,2015-04-04,12.76,6
4,5,2015-04-03,7.27,12
9,12,2015-04-05,99.03,8
10,3,2015-04-03,18.97,9
6,0,2015-04-05,25.06,18
2,2,2015-04-10,97.84,16
11,13,2015-04-05,69.52,16
4,11,2015-04-04,59.25,6
6,1,2015-04-05,29.74,13
3,11,2015-04-04,40.11,18
9,12,2015-04-05,89.30,18
5,7,2015-04-13,20.16,3
6,4,2015-04-03,19.11,12
5,9,2015-04-02,62.04,19
3,11,2015-04-14,69.84,2
4,13,2015-04-11,67.67,7
6,10,2015-04-03,91.56,7
1,1,2015-04-01,62.60,15
1,13,2015-04-02,94.66,17
11,14,2015-04-14,37.34,3
7,0,2015-04-12,77.89,20
4,8,2015-04-03,30.82,10
0,5,2015-04-06,2.70,4
2,2,2015-04-14,67.99,10
3,5,2015-04-13,41.77,20
8,3,2015-04-14,57.47,16
8,10,2015-04-07,68.18,18
7,3,2015-04-10,69.49,16
6,11,2015-04-12,50.42,18
11,6,2015-04-11,5.01,14
4,11,2015-04-06,72.48,15
9,13,2015-04-13,95.17,2
3,9,2015-04-09,11.29,15
3,14,2015-04-12,3.16,6
6,6,2015-04-05,8.82,1
4,8,2015-04-04,9.44,15
1,7,2015-04-14,63.20,18
0,5,2015-04-04,51.24,13
4,2,2015-04-02,94.82,4
0,2,2015-04-01,10.93,15
8,3,2015-04-01,7.93,8
6,6,2015-04-06,74.68,9
10,0,2015-04-05,11.38,3
7,9,2015-04-09,93.80,8
6,0,2015-04-09,90.95,10
4,14,2015-04-03,37.45,7
3,2,2015-04-12,18.05,18
5,9,2015-04-04,98.23,4
7,0,2015-04-10,69.65,6
4,12,2015-04-14,70.56,6
4,10,2015-04-09,98.94,12
7,5,2015-04-04,60.13,8
9,3,2015-04-06,50.26,9
7,8,2015-04-01,8.81,18
6,7,2015-04-02,88.87,16
9,2,2015-04-07,7.56,16
9,12,2015-04-04,32.59,6
3,7,2015-04-08,4.94,13
8,8,2015-04-07,93.67,18
1,11,2015-04-09,67.52,18
2,0,2015-04-09,12.50,3
3,2,2015-04-03,57.10,12
5,6,2015-04-02,13.16,19
11,6,2015-04-10,26.61,2
4,13,2015-04-07,1.12,7
4,12,2015-04-14,67.68,7
2,3,2015-04-08,63.09,15
8,9,2015-04-01,95.09,17
10,6,2015-04-07,45.86,3
7,11,2015-04-01,67.13,20
3,9,2015-04-14,48.19,10
2,8,2015-04-12,31.79,4
11,12,2015-04-09,37.79,10
8,5,2015-04-05,26.69,20
3,11,2015-04-02,32.14,16
9,14,2015-04-06,99.63,18
